Timestamp,"Once it is available, do you intend to get the vaccine for COVID-19?",Have you received a positive test for COVID-19 since the start of the pandemic? ,"Do you know someone personally who has tested positive for COVID-19? (family member, close friend, etc.)",Have you received a flu shot in the past 12 months?,"Where do you typically go to get your vaccines? (This can include all vaccines such as flu, TDAP, Hepatitis A, HPV, etc.)","Do you have pre-existing conditions that would make COVID-19 infection more severe? (cancer, diabetes, high blood pressure, etc.)",Do you regularly wear a mask in public? ,What is your main source for updated information pertaining to COVID-19?,What do you see as a barrier or risk for you when deciding whether to get the COVID-19 vaccine? You can choose more than one or fill out the 'Other' option. ,I am at risk for contracting COVID-19.,COVID-19 can be a serious disease. ,The COVID-19 vaccine will prevent me from contracting COVID-19. ,There are many risks associated with getting the COVID-19 vaccine.,What is your age in years?,What is your race/ethnicity? You can choose more than one or fill out the 'Other' option.,What is the highest degree or level of school you have completed?,State of Residence ,Which gender identity do you most identify?,Which most closely aligns with your political beliefs?
10/6/20 20:35,Yes,Yes,Yes,No,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Disagree,23,White or Caucasian,Graduate School,Missouri,Male,Somewhat Conservative
10/6/20 20:35,Don't Know/Not sure,No,Yes,Yes,School,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Religious beliefs, Cost of the Vaccine, Not sure the vaccine will be a success based on history of other vaccines and CDC tampered expectations",Neutral,Stongly Agree,Neutral,Neutral,23,White or Caucasian,Graduate School,Missouri,Female,Mixed
10/6/20 20:36,Yes,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Agree,Agree,Disagree,22,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/6/20 20:47,No,No,Yes,Yes,Primary Care Doctor,Yes,No,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine, I have a concern with what the vaccine is made up of",Agree,Neutral,Disagree,Agree,19,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Prefer not to answer
10/6/20 21:13,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Stongly Agree,Stongly Agree,Neutral,Neutral,63,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Somewhat Conservative
10/6/20 21:27,No,No,Yes,No,Primary Care Doctor,No,No,Local News Station,"Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Disagree,Neutral,Disagree,Strongly agree,21,White or Caucasian,Bachelor's Degree,Missouri,Female,Mixed
10/6/20 21:30,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine",Neutral,Stongly Agree,Neutral,Agree,22,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/6/20 21:41,No,No,No,No,Not Applicable,No,No,"National News Station such as Fox News, CNN, New York Times, etc.",I don’t see the point for a virus with such a low death rate.,Stongly Disagree,Agree,Neutral,Neutral,49,American,Some college/Associate's Degree,Texas,Female,Prefer not to answer
10/6/20 22:22,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Disagree,Stongly Agree,Agree,Disagree,20,White or Caucasian,Some college/Associate's Degree,Missouri,Male,Very Liberal
10/6/20 22:33,Yes,No,No,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Disagree,56,White or Caucasian,Graduate School,Missouri,Male,Somewhat Conservative
10/6/20 22:33,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Don't believe the vaccine will work",Stongly Agree,Agree,Neutral,Agree,23,White or Caucasian,Bachelor's Degree,Missouri,Female,Mixed
10/6/20 22:48,Don't Know/Not sure,No,Yes,Don't know/Not sure,Primary Care Doctor,No,Yes,Friends,Cost of the Vaccine,Stongly Disagree,Neutral,Neutral,Neutral,22,White or Caucasian,Graduate School,Missouri,Male,Somewhat Conservative
10/6/20 22:48,Don't Know/Not sure,Yes,Yes,No,Primary Care Doctor,No,Don't know/Not sure,"Social Media (Facebook, Instagram, Twitter, etc.)","Corona virus never made me sick, don’t see need to get vaccine if it has no effect on me",Disagree,Neutral,Agree,Disagree,22,White or Caucasian,Bachelor's Degree,Missouri,Male,Somewhat Conservative
10/6/20 23:00,No,No,Yes,No,Primary Care Doctor,No,No,Local News Station,"Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Disagree,Neutral,Disagree,Strongly agree,21,White or Caucasian,Bachelor's Degree,Missouri,Female,Mixed
10/6/20 23:32,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Cost of the Vaccine, None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine., Only barrier I have is how much it will cost if anything. I think it is very important for a vaccine to stop people from getting this disease and dying. ",Agree,Stongly Agree,Strongly Agree,Disagree,20,White or Caucasian,Bachelor's Degree,Pennsylvania,Female,Somewhat Liberal
10/6/20 23:42,Don't Know/Not sure,No,No,No,Primary Care Doctor,Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Concerned about getting COVID from the vaccine,Agree,Agree,Neutral,Neutral,21,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Very Liberal
10/6/20 23:45,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Neutral,Stongly Agree,Neutral,Agree,21,White or Caucasian,Some college/Associate's Degree,Missouri,Male,Somewhat Conservative
10/7/20 0:46,Yes,No,Yes,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Stongly Agree,Stongly Agree,Strongly Agree,Disagree,22,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/7/20 1:37,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Neutral,Stongly Agree,Neutral,Agree,21,White or Caucasian,Some college/Associate's Degree,Missouri,Male,Somewhat Conservative
10/7/20 5:32,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Neutral,Stongly Agree,Neutral,Agree,21,White or Caucasian,Some college/Associate's Degree,Missouri,Male,Somewhat Conservative
10/7/20 6:01,No,No,No,No,Primary Care Doctor,No,No,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Disagree,Disagree,Strongly Disagree,Strongly agree,36,White or Caucasian,Bachelor's Degree,Missouri,Female,Prefer not to answer
10/7/20 8:05,Yes,No,Yes,Yes,Urgent Care,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Cost of the Vaccine,Agree,Agree,Disagree,Disagree,22,White or Caucasian,Graduate School,Kansas,Male,Somewhat Conservative
10/7/20 9:36,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Agree,Disagree,Neutral,Agree,22,White or Caucasian,Graduate School,Missouri,Male,Somewhat Conservative
10/7/20 9:59,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine",Stongly Agree,Stongly Agree,Neutral,Disagree,22,White or Caucasian,Bachelor's Degree,Tennessee,Female,Mixed
10/7/20 10:41,Don't Know/Not sure,No,Yes,No,Local Health Department,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Don't like needles and shots",Stongly Agree,.,Agree,Disagree,19,White or Caucasian,Some college/Associate's Degree,Missouri,Male,Somewhat Conservative
10/7/20 11:05,No,No,Yes,No,Primary Care Doctor,Yes,No,Local News Station,"Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine, Don't believe the vaccine will work",Neutral,Agree,Neutral,Neutral,44,White or Caucasian,"High school graduate, GED",Missouri,Female,Mixed
10/7/20 11:18,Yes,No,Yes,No,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Agree,Disagree,22,White or Caucasian,Some college/Associate's Degree,Alabama,Female,Somewhat Liberal
10/7/20 11:44,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Disagree,49,White or Caucasian,Bachelor's Degree,Alabama,Female,Very Liberal
10/7/20 12:12,No,No,Yes,No,Primary Care Doctor,No,Yes,Newspaper,Cost of the Vaccine,Agree,Agree,Neutral,Neutral,22,White or Caucasian,Graduate School,Missouri,Female,Mixed
10/7/20 12:22,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Don't like needles and shots",Stongly Disagree,Stongly Agree,Agree,Disagree,22,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/7/20 12:24,Don't Know/Not sure,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine",Agree,Stongly Agree,Agree,Agree,23,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Conservative
10/7/20 12:26,Don't Know/Not sure,No,No,Yes,Urgent Care,No,Don't know/Not sure,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Disagree,Stongly Agree,Neutral,Neutral,29,middle eastern/ arab,Graduate School,Virginia,Female,Somewhat Liberal
10/7/20 12:48,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,Yes,CDC website ,"Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine, Don't like needles and shots",Agree,Agree,Neutral,Neutral,23,White or Caucasian,Bachelor's Degree,Tennessee,Female,Somewhat Conservative
10/7/20 12:56,Yes,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine",Stongly Agree,Stongly Agree,Agree,Agree,24,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/7/20 12:59,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Disagree,Stongly Agree,Neutral,Neutral,21,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/7/20 13:47,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Neutral,22,White or Caucasian,Graduate School,Missouri,Male,Very Liberal
10/7/20 14:22,Don't Know/Not sure,No,No,Yes,Primary Care Doctor,Yes,Yes,Radio/Podcasts,"Safety concerns with the vaccine/side effects, quick production and lack of testing of the vaccine is concerning. Concerned about a situation like thalidomide since 10 years worth of vaccine work have been minimized to 6 months. ",Agree,Stongly Agree,Agree,Neutral,23,"Asian, Hispanic or Latinx, Native Hawaiian or Other Pacific Islander",Bachelor's Degree,Ohio,Female,Very Liberal
10/7/20 14:33,Yes,Yes,No,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Neutral,56,White or Caucasian,"High school graduate, GED",Missouri,Female,Mixed
10/7/20 14:44,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Don't believe the vaccine will work, I want to know where it is made, and I want to see side effects. It’s not that I don’t think it will work; it’s more that I worried about where it’s coming from and the motivation behind it’s production",Neutral,Stongly Agree,Disagree,Neutral,21,White or Caucasian,Some college/Associate's Degree,Arkansas,Female,Somewhat Conservative
10/7/20 16:29,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Stongly Agree,Stongly Agree,Agree,Agree,30,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/7/20 17:35,Yes,Yes,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine",Disagree,Agree,Agree,Neutral,22,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Somewhat Liberal
10/7/20 18:24,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Neutral,49,White or Caucasian,Graduate School,Missouri,Female,Somewhat Conservative
10/7/20 18:43,Yes,No,No,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Local News Station,"Safety concerns with the vaccine/side effects, Cost of the Vaccine",Neutral,Stongly Agree,Agree,Neutral,22,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/7/20 19:45,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Cost of the Vaccine,Stongly Agree,Stongly Agree,Agree,Disagree,23,White or Caucasian,Bachelor's Degree,Missouri,Male,Somewhat Conservative
10/7/20 20:33,Yes,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Agree,Neutral,Disagree,24,White or Caucasian,Bachelor's Degree,Missouri,Female,Mixed
10/7/20 20:56,No,No,Yes,Yes,Local Health Department,No,Yes,"State website, local health and doctors ",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Disagree,Agree,47,White or Caucasian,Bachelor's Degree,.,Female,Somewhat Conservative
10/8/20 8:54,Yes,No,No,No,Primary Care Doctor,Yes,Yes,Local News Station,Safety concerns with the vaccine/side effects,Neutral,Agree,Agree,Agree,64,White or Caucasian,"High school graduate, GED",Missouri,Male,Somewhat Conservative
10/8/20 10:50,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Agree,Disagree,29,Hispanic or Latinx,Graduate School,Missouri,Female,Very Liberal
10/8/20 12:56,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Disagree,Stongly Agree,Neutral,Neutral,25,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/8/20 13:58,Yes,No,No,Yes,Urgent Care,No,Yes,Local News Station,Don't believe the vaccine will work,Stongly Agree,Stongly Agree,Agree,Strongly agree,51,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Conservative
10/8/20 14:31,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,Professional medical organizations and medical staff briefings,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Stongly Agree,Stongly Agree,Agree,Disagree,34,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/8/20 17:06,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Stongly Agree,Stongly Agree,Neutral,Neutral,22,White or Caucasian,Bachelor's Degree,Iowa,Female,Very Liberal
10/8/20 17:07,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Radio/Podcasts,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Stongly Agree,Stongly Agree,Agree,Neutral,24,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/8/20 17:18,No,No,No,Yes,Primary Care Doctor,Yes,Yes,Radio/Podcasts,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,.,29,Black or African American,Bachelor's Degree,Missouri,Female,Very Liberal
10/8/20 17:24,Don't Know/Not sure,No,Yes,Yes,Urgent Care,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine, Don't like needles and shots",Agree,Agree,Neutral,Agree,22,White or Caucasian,Bachelor's Degree,Missouri,Female,Mixed
10/8/20 17:24,Yes,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Disagree,27,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/8/20 17:49,Yes,No,Yes,No,Primary Care Doctor,Don't know/Not sure,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Agree,Disagree,22,"Asian, White or Caucasian",Bachelor's Degree,New York,Male,Very Liberal
10/8/20 17:50,Don't Know/Not sure,No,No,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Neutral,Neutral,22,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/8/20 17:52,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Agree,Neutral,Agree,23,White or Caucasian,Bachelor's Degree,Connecticut,Male,Somewhat Liberal
10/8/20 18:13,Yes,No,No,Yes,Undergraduate University,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Agree,Agree,Agree,Disagree,22,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/8/20 18:17,Yes,No,No,No,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Agree,Agree,Disagree,22,White or Caucasian,Bachelor's Degree,Ohio,Male,Somewhat Conservative
10/8/20 18:18,Yes,No,Yes,No,Primary Care Doctor,Don't know/Not sure,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Agree,Disagree,22,"Asian, White or Caucasian",Bachelor's Degree,New York,Male,Very Liberal
10/8/20 18:21,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Stongly Agree,Agree,Disagree,35,White or Caucasian,Some college/Associate's Degree,Missouri,Male,Somewhat Liberal
10/8/20 19:33,Yes,No,Yes,No,Local Health Department,Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Don't like needles and shots",Agree,Agree,Neutral,Agree,35,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/8/20 19:35,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Agree,Neutral,Agree,23,White or Caucasian,Bachelor's Degree,Connecticut,Male,Somewhat Liberal
10/8/20 19:36,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine, Have a health condition or allergies that prevent vaccination",Stongly Agree,Stongly Agree,Neutral,Neutral,35,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/8/20 20:40,No,No,Yes,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Agree,Stongly Agree,Disagree,Neutral,32,White or Caucasian,Graduate School,Missouri,Female,Mixed
10/9/20 10:12,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,Local News Station,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Agree,Agree,Disagree,22,"White or Caucasian, Hispanic or Latinx",Graduate School,Missouri,Female,Somewhat Conservative
10/9/20 10:37,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Neutral,21,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/9/20 11:16,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Cost of the Vaccine, None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Disagree,Stongly Agree,Agree,Disagree,23,White or Caucasian,Bachelor's Degree,Maryland,Female,Very Liberal
10/9/20 15:15,Yes,No,No,Yes,Work,No,Yes,Local News Station,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Agree,Disagree,41,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/9/20 15:53,Don't Know/Not sure,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,What other people tell me. I usually try to stay away from the news so I only know what people tell me.,"Safety concerns with the vaccine/side effects, Cost of the Vaccine",Neutral,Stongly Agree,Neutral,Neutral,22,Asian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/9/20 17:03,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Cost of the Vaccine, None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Disagree,Stongly Agree,Agree,Disagree,23,White or Caucasian,Bachelor's Degree,Maryland,Female,Very Liberal
10/9/20 18:03,Don't Know/Not sure,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,What other people tell me. I usually try to stay away from the news so I only know what people tell me.,"Safety concerns with the vaccine/side effects, Cost of the Vaccine",Neutral,Stongly Agree,Neutral,Neutral,22,Asian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/9/20 19:01,No,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Disagree,Agree,Neutral,Agree,44,White or Caucasian,Bachelor's Degree,Missouri,Male,Somewhat Liberal
10/9/20 20:03,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Don't like needles and shots",Agree,Stongly Agree,Disagree,Neutral,24,White or Caucasian,Graduate School,Alabama,Female,Somewhat Liberal
